,spring-petclinic-config-server.org.springframework.samples.petclinic.config.ConfigServerApplication,spring-petclinic-discovery-server.org.springframework.samples.petclinic.discovery.DiscoveryServerApplication,spring-petclinic-admin-server.org.springframework.samples.petclinic.admin.SpringBootAdminApplication,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.model.Specialty,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.model.Vet,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.model.VetRepository,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.system.CacheConfig,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.system.VetsProperties$Cache,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.system.VetsProperties,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.web.VetResource,spring-petclinic-vets-service.org.springframework.samples.petclinic.vets.VetsServiceApplication,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.application.CustomersServiceClient,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.application.VisitsServiceClient,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.boundary.web.ApiGatewayController,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.OwnerDetails,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.PetDetails,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.PetType,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.VisitDetails,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.dto.Visits,spring-petclinic-api-gateway.org.springframework.samples.petclinic.api.ApiGatewayApplication,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.Owner,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.OwnerRepository,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.Pet,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.PetRepository,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.model.PetType,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.OwnerResource,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.PetDetails,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.PetRequest,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.PetResource,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.web.ResourceNotFoundException,spring-petclinic-customers-service.org.springframework.samples.petclinic.customers.CustomersServiceApplication,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.model.Visit,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.model.VisitRepository,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.web.VisitResource$Visits,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.web.VisitResource,spring-petclinic-visits-service.org.springframework.samples.petclinic.visits.VisitsServiceApplication
660,3,12,5,11,9,1,11,1,12,6,2,2,2,5,7,9,2,2,2,5,9,2,9,2,9,5,2,9,7,7,5,7,2,2,7,5
661,7,9,2,11,11,2,2,3,3,3,5,7,7,5,4,9,7,5,9,5,5,5,5,5,5,5,5,5,5,5,2,5,2,2,2,5
662,7,9,2,11,11,2,2,3,4,10,6,7,10,10,1,5,9,2,9,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
663,7,9,2,11,10,7,7,7,7,7,7,1,11,7,11,9,5,2,7,9,7,9,5,5,1,7,7,2,2,5,1,1,2,7,5,5
664,7,9,2,4,10,10,10,9,10,10,7,7,9,9,9,9,7,2,2,2,9,5,4,5,4,5,1,1,5,7,5,1,1,1,1,2
665,7,9,2,11,10,7,7,7,7,7,7,1,7,7,1,7,4,7,7,5,5,7,3,4,4,1,7,5,7,7,1,1,1,7,1,2
666,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,5,7,7,7,7,9,9,9,2,2,7,1,7,1,7,7,1,7,1,1,7
667,7,9,2,11,10,7,7,7,7,7,7,1,7,7,1,10,7,10,7,11,5,7,9,4,1,9,1,1,7,7,7,7,7,7,7,7
668,7,9,2,11,10,10,10,5,7,7,7,7,4,7,7,11,9,7,7,1,9,7,9,7,9,7,7,1,1,1,1,1,1,7,1,7
669,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,11,5,5,7,5,7,1,4,1,7,7,7,7,1,1,12,12,12,12
670,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,1,5,11,9,9,9,4,4,1,4,4,1,4,1,4,4,4,4,1
671,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,7,7,7,7,9,9,2,9,9,9,9,1,7,7,2,1,1,1,1,4,1
672,7,9,2,11,10,7,7,7,7,7,7,8,7,7,7,7,3,2,2,4,9,9,9,2,5,4,4,4,7,1,1,1,7,7,7,9
673,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,5,7,7,9,9,9,9,9,9,9,1,7,9,2,2,1,1,1,1
674,7,9,2,11,10,7,7,7,9,3,10,10,9,1,9,1,9,9,2,2,1,2,1,1,2,9,2,9,2,2,1,2,1,1,2,1
675,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,3,10,4,5,9,1,4,1,1,1,1,1,1,1,1,1,1,1,1,7,7
676,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,4,5,3,9,2,9,9,9,1,1,9,7,9,7,9,2,2,7
677,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,4,9,9,9,9,9,1,2,1,2,9,1,2,2,1,1,2,1
678,7,9,2,11,10,7,7,7,7,7,7,1,7,7,10,7,7,3,9,3,4,4,7,9,1,4,1,4,1,11,1,1,7,1,11,2
679,7,3,2,8,1,4,6,9,2,4,4,2,4,1,1,1,9,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2
680,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,4,9,9,9,9,9,1,2,1,1,2,2,2,1,2,1,1,1
681,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,4,3,3,3,2,1,2,1,1,1,1,10,1,1,1,1,1,2
682,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,4,3,2,9,9,9,2,7,2,2,9,2,2,5,2,9,2,2
683,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,4,3,2,9,9,9,7,9,4,1,1,4,5,1,5,7,9,7
684,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,4,3,3,3,5,4,4,9,5,1,5,1,1,5,1,1,1,1
685,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,3,3,3,4,10,4,4,4,4,2,1,4,2,2,2,2,2,2
686,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,5,7,1,3,3,4,2,5,9,1,1,1,2,1,2,1,1,1
687,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,3,7,10,9,1,9,11,7,9,11,1,1,1,1,1,5,11,5,5,2
688,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,5,5,5,11,11,1,5,7,2,1,1,9,1,1,1,1,1,9
689,4,5,8,2,1,3,12,12,11,2,10,7,10,9,9,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,7,1,1,1,1,9
690,7,9,2,11,10,7,7,7,7,7,7,1,7,6,7,5,7,7,1,5,4,5,4,4,4,4,1,1,1,1,7,7,9,9,9,9
691,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,4,5,5,4,4,4,4,4,1,1,4,1,1,1,1,1,1,9
692,7,9,2,11,10,7,7,7,7,7,7,1,7,7,7,1,7,7,5,7,5,7,5,5,5,1,1,1,1,2,1,11,1,1,5,5
693,7,9,2,11,10,7,7,7,7,7,7,1,7,7,1,7,7,7,11,1,5,5,9,5,5,4,5,2,2,9,2,2,1,7,5,9
694,7,9,2,11,10,7,7,7,7,7,7,1,7,7,1,7,7,7,5,7,5,5,11,9,5,7,5,5,5,9,5,5,5,5,5,5
695,4,5,8,2,1,3,1,1,12,6,9,7,2,5,9,9,5,5,4,5,4,5,4,5,5,5,5,5,5,2,5,9,9,7,2,7
696,7,9,2,11,10,7,7,7,7,7,7,1,7,7,1,7,7,7,5,7,5,5,7,10,4,4,5,2,4,5,1,1,5,5,2,5
697,7,9,2,11,10,7,7,7,7,7,7,1,7,7,1,7,9,5,5,11,7,5,11,2,5,9,9,2,1,1,1,5,2,1,1,2
698,7,9,2,11,10,7,7,7,7,7,7,1,7,7,1,7,7,7,5,7,5,3,5,4,5,1,1,4,4,4,5,5,1,1,2,9
699,7,9,2,11,10,7,7,7,7,7,7,1,7,7,1,7,7,7,5,7,5,5,7,3,1,4,4,1,1,1,2,10,5,2,1,2
700,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
701,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6
702,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,8,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8
703,8,8,8,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,3,3,2,2,2,2,2,2,2
704,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3,3,3,3,3,3,2,2,5,5,5,5,5,5,5,5,5
705,5,5,5,1,2,2,3,3,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,12,12,12,12,12
706,12,12,12,5,5,5,5,5,3,5,5,5,5,5,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2
707,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,6,9,6,6,6,3,3,3,3,3,3,3,1,1,1
708,1,3,3,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,5
709,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8
710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3
711,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,2,2,3,3
712,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,4,3,3,3,3,3,3,3,3,3,3
713,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,3,3,3,3,12,12,12,12,12,9,9
714,9,9,9,9,9,9,9,9,9,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
715,3,6,6,6,6,3,3,3,3,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,10,10,10,11,10,10,10
716,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,11,10,12,6,6,6,10,10,10
717,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,7,1,9,9,9,9,9,9,2,2,2
718,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,3,3,3,3,3,3,3,3,3,10,10,10
719,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,2,2,2,10,10,10,10,10,10,10,10,10
720,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7
721,7,7,7,7,7,7,7,7,7,7,7,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
722,12,6,6,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,12,12,12,12,12,12,12,12,12,12,12,12,12
723,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,7,7,7,7,10,7,7,8,7,7,7,7,7,7,7,7,7,9,9,9,5
724,9,9,9,9,9,9,9,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
725,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2
726,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,12,7,7,7
727,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,8,8,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2
728,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
729,5,2,2,2,2,10,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,12
730,12,12,12,12,12,12,12,12,12,6,6,3,3,3,3,3,3,3,3,1,1,1,1,1,12,12,12,12,12,12,12,7,7,7,7,7
731,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7
732,7,7,7,7,7,11,11,6,12,12,12,12,12,12,12,2,2,2,2,2,2,2,9,1,2,2,2,2,2,2,2,2,2,7,7,7
733,7,3,3,3,3,12,12,12,12,12,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,3,3,3,3,3,3,3,3
734,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6
735,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7
736,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1
737,1,1,1,1,7,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,1,1
738,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
739,12,12,12,12,9,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2
740,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,6,6,6,7,7,7,7,7,7,7,7
741,7,7,7,6,6,5,6,6,9,9,9,9,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7
742,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,12,12,12,12,12,12,12
743,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,6,6,6,6,6,6,6,6,6,6,12,12,12,12,6,6,7,7,7,7
744,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,12,12,12,1,1,1,1,1,1,1,7,7,7
745,7,7,7,7,12,12,12,12,9,12,12,12,12,12,11,7,7,1,7,1,1,1,1,1,1,10,2,2,2,2,2,2,2,2,2,11
746,11,11,3,3,3,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
747,7,2,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,12,2,2,2,2,2,2,2,2,2
748,2,1,5,5,5,5,5,5,5,5,5,5,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1
749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,1,1,1,1,1
750,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,1,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2
752,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1
753,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,6,6,6,6,6,6,6,6,6,6
754,6,6,6,6,6,6,5,12,12,12,12,12,12,7,7,7,7,7,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,6
755,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,10,10,6,6,6,6,6,6,6,6,6,6,2,2,2,2,6,6,6,6
756,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,11,11,2,2,2,2,2,2
757,2,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10
758,10,10,10,10,10,10,10,10,10,10,8,8,11,6,6,7,7,7,7,7,7,7,10,10,10,12,10,10,10,10,10,10,2,2,2,2
759,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,12,6,6,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
760,6,6,11,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,6,6,6
761,6,6,6,12,12,12,12,12,11,11,11,7,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6
762,6,6,6,6,11,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,6,6
763,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,3,3,3,3,2,3,3,3,3
764,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,2
765,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,3,3,3,3,3,3,3,3,3,3
766,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6,2,6,6,6,6,12,12,12,12,12,10,10,10
767,10,10,10,10,10,8,2,2,2,2,2,2,2,2,2,2,2,2,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1
768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
769,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
770,1,1,1,1,1,1,1,1,10,10,10,11,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,4,6,6,6,6,6,2,2,2
771,2,2,2,2,1,2,10,10,10,10,10,10,10,10,10,1,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,2,2,2,2
772,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
773,6,6,6,8,6,2,2,2,2,2,2,2,1,1,1,1,1,11,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,1,1
774,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,7,9,7,7,7,7,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1
775,1,1,1,1,7,7,7,7,7,7,7,7,7,7,8,7,11,11,11,11,11,11,11,11,11,11,11,11,1,1,1,1,11,11,6,6
776,6,6,6,6,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
777,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,6,6,6,6,6,6
778,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,3,3,6,6,6,6,6,6,6,6,6
779,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,1,1,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
780,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6
781,6,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
782,1,1,1,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,7,7,7
783,7,7,7,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6
784,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
785,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,6,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7
786,7,7,7,7,7,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7
787,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9
788,9,6,9,9,9,9,1,1,9,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6
789,9,6,6,11,11,11,11,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2
790,2,7,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,5,3,3,3,3,3,3,3,3,3,3,3,3
791,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,1,7,7,7
792,7,7,7,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,6,6,6,6,6,6
793,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,3
794,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
795,11,11,11,11,11,11,7,7,7,7,7,8,7,7,7,7,7,7,7,7,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5
796,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,11,11,11,11,11,11,7,7,7,7,7,7,7,7,7,7,7,7
797,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
798,7,7,7,10,7,7,7,7,7,7,7,7,7,11,11,11,11,11,2,3,3,3,3,3,11,3,3,3,7,7,7,7,7,7,7,7
799,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,7,7,7,7,7,7,7,7,7,7,7,7
800,6,6,4,4,4,4,4,4,7,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3
801,3,3,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
802,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,5,6,12,12,12,12,12,12,12,7,7,7
803,7,7,7,7,7,7,7,10,7,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,8
804,8,8,8,8,8,8,8,6,6,6,6,6,9,9,9,9,9,10,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6
805,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
806,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
807,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,11,8,8,8,8,8,8,8,8,8
808,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
809,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,6
810,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,8,8,8,8,8,10,10,10,10,10,10,10,10
811,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
812,10,10,10,10,10,10,10,10,10,10,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
813,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,3,10,10,10,10
814,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,3,3,10,3,3,3,3,3,3,4,10,10,10,10,10,10,10,8
815,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
816,4,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
817,10,10,10,10,8,8,8,8,8,8,8,8,6,6,6,10,10,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12
818,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12
819,12,12,12,12,12,12,12,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,3,9,9,9,9,9,9,9
820,9,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
821,12,12,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
822,6,6,6,6,6,6,6,10,10,10,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
823,8,12,12,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,8,8,9,9,9,6
824,9,9,9,9,9,8,8,8,8,6,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9
825,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8
826,8,8,8,8,6,6,5,6,8,8,8,8,8,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8
827,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,8
828,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,10,10,12,12,12
829,12,12,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8
