,org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartTest,org.mybatis.jpetstore.domain.Category,org.mybatis.jpetstore.domain.Item,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.OrderTest,org.mybatis.jpetstore.domain.Product,org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.AccountMapperTest,org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper.CategoryMapperTest,org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ItemMapperTest,org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.LineItemMapperTest,org.mybatis.jpetstore.mapper.MapperTestContext,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.OrderMapperTest,org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.ProductMapperTest,org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.SequenceMapperTest,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service.AccountServiceTest,org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service.CatalogServiceTest,org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service.OrderServiceTest,org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBeanTest,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBeanTest,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.OrderActionBeanTest,org.mybatis.jpetstore.ScreenTransitionIT,MavenWrapperDownloader$1,MavenWrapperDownloader
3791,6,6,6,6,6,6,6,6,6,6,6,6,6,6,18,1,1,20,1,1,1,1,1,1,1,5,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1
3792,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,15,15,15,15,15,15,15,15,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3793,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19
3794,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,15,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20
3795,20,20,20,20,20,20,20,2,20,20,20,20,20,20,20,3,12,12,12,12,12,12,12,12,12,12,1,1,1,19,19,19,19,19,19,19,19,19,19,19,9,19,19
3796,19,18,18,18,4,4,4,4,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,18,9,18,18,18,18,7,7,7,7,7,7,7,7,7,7,7,7,7
3797,7,7,7,7,5,5,5,5,5,5,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,5,5,5,5
3798,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9,9,17,17,17,17,11,17,18,18,18,18
3799,18,18,18,18,18,18,18,18,18,18,18,18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,13,5,5,5,7,7,7,5,5
3800,19,19,19,19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,19,19,19,19,19,19,19,19
3801,19,19,19,19,19,16,19,19,19,19,19,19,19,19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,19,19,19,19,19
3802,19,19,19,19,19,19,19,19,19,19,19,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3803,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,12,12,12,12,12,12,16,12,12,12,5,5,5,5,5
3804,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3805,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3806,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,2,5,5,5,5,5
3807,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,18
3808,5,5,5,18,18,18,18,2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3809,18,18,18,18,18,18,18,18,18,18,18,10,10,10,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,19,19,19
3810,19,19,19,19,19,19,19,19,19,18,18,9,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,18,18,6,6,6,6,6,6,6,6,6
3811,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3812,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,7,7,7,7,7,7,7,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16
3813,16,16,16,3,3,3,3,3,3,3,3,3,3,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3814,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3815,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,6,6
3817,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18
3818,7,19,19,19,19,19,19,19,19,13,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3819,18,18,18,4,4,4,4,4,19,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,4,4,4
3820,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,6,6,6,6,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19
3821,19,19,19,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,15,15,15,15,15,15,15,15,15,15,15,15,18,18,15,18,18,18,18,18,18,18,18,18
3822,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3823,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,9,9,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,4,4,4,4,4,4,4
3824,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18
3825,18,18,18,18,18,1,18,18,18,18,18,18,18,9,18,18,18,18,18,18,18,18,18,18,4,4,4,4,4,18,18,18,18,18,18,18,1,1,1,1,1,1,1
3826,18,18,4,4,10,10,10,9,10,10,10,10,10,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3827,16,16,16,3,3,3,17,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3828,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,18,18,18,18
3829,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,7,7,7,13,13
3830,13,13,13,13,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,18,18,18,18,17,18,18,18,18,18,18,18,18,18
3831,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,3,3,3,3,18,18,18,18,18
3832,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,18,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3833,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,15,18,18,6,6,6,6,18,18,18,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3834,11,11,11,11,11,11,17,17,17,17,17,17,17,17,17,17,17,18,18,18,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,3,3,20,20,20,20,20
3835,20,20,6,6,16,6,6,6,6,6,6,6,6,6,6,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,11,11,11,11,11
3836,11,11,11,11,11,9,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3837,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3838,4,4,4,4,4,4,4,4,4,4,4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3839,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,18,18,18,6
3840,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,12,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3841,18,18,18,18,18,18,18,18,18,18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3842,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,12,20,20,20,20,6,6,6,3
3843,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6
3844,6,18,18,18,18,18,3,3,3,3,3,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3845,18,18,18,18,18,18,18,18,1,1,1,9,1,1,1,1,1,1,4,4,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,19,19,19,19,19
3846,19,19,14,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3847,18,18,18,18,18,18,3,3,3,3,3,19,19,19,18,18,18,18,18,18,18,7,7,7,7,7,7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3848,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,9,9,15
3849,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,7,4,4,4,4,4,4,4,4,4,4,4
3850,4,4,4,4,4,4,4,19,19,19,19,19,19,19,19,19,5,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,16,18,18,4,4,4,4,4,4
3851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3852,7,7,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,1,1,1,1,1,1,1,1,1,1,1,1,1
3853,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,16,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,6,6,6,6,6,6
3854,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11
3855,11,11,11,11,11,11,11,11,11,4,4,2,4,4,4,4,4,4,4,4,4,15,4,4,4,4,4,4,4,12,4,4,4,4,4,4,4,4,15,6,6,6,6
3856,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3857,6,6,6,16,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
3858,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4
3859,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3860,13,13,13,13,6,6,6,6,6,6,6,9,9,9,2,2,9,2,2,2,2,2,2,16,16,19,16,16,16,16,16,16,16,16,11,16,16,16,6,6,6,6,6
3861,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3
3862,3,3,3,3,3,14,3,3,3,3,3,3,3,3,3,3,3,19,19,19,19,19,19,19,19,19,19,19,19,11,19,19,19,19,19,19,19,19,19,19,19,19,19
3863,19,19,19,19,19,19,19,19,19,19,19,17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,17,3,6,6,6,6,6,6,6,6,6,6,14
3864,4,6,6,6,6,6,6,6,6,6,6,6,6,9,6,13,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,3,3,6,6,6,6,6,6,6,6,6
3865,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,16,16,16,16,16
3866,16,16,16,16,16,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,11,11,19,11,11,11,11,11,11,11,7,7,7,7,7,7,7,7,7
3867,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,15,15
3868,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,17,4,17,4,4,4,4,4,4,4,4,4,17,17,17,17,17,17
3869,17,17,17,17,17,17,17,17,17,7,7,7,7,7,7,7,7,7,7,7,7,7,7,20,20,20,10,10,15,10,10,10,10,10,11,11,7,7,11,11,11,6,6
3870,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,18,18,18,18,18,18,18,18,18,18,18,18
3871,18,18,18,7,7,7,7,7,7,7,11,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,7,7
3872,7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19
3873,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,19,1,1,1,1,1,1,1,1,1
3874,1,1,1,1,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3875,4,4,4,6,6,6,6,6,6,6,6,6,18,18,18,18,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,7,7,7,7
3876,7,7,7,7,7,7,7,7,7,7,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,5,5
3877,5,5,5,5,5,5,5,5,5,5,5,5,13,5,5,5,5,5,4,5,18,18,18,18,18,18,18,18,18,7,7,7,7,17,17,17,17,17,17,17,17,17,7
3878,19,19,19,19,19,19,19,19,19,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,6,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
3879,19,17,19,19,19,19,19,19,19,19,19,19,8,4,18,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,10,3,3,3,3,3
3880,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,19,19,19,19,19,19,19,19,19,19,3,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3881,3,9,3,3,3,3,8,3,3,3,3,3,3,19,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,20,20,20,20,4,4,4,4,4,18,19,19
3882,19,19,19,19,19,19,19,19,19,19,19,18,18,13,18,18,18,18,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3883,18,19,19,19,19,19,19,17,11,19,19,19,19,19,19,19,19,19,19,19,19,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,20,6,20,3,3
3884,3,11,11,3,18,18,18,18,18,18,18,18,18,18,18,18,7,7,7,7,7,7,18,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,18,18,18
3885,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,20,20
3886,1,1,7,10,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,3,3,3,18,18,18,18,18,18
3887,18,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,6,6,6,6
3888,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,9,9,15,9,9,9,9,9,9,9,9,9,9,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3889,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7
3890,7,7,7,7,7,7,7,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,16,16,16,16,16,16,16,16,16,16,16,16,16,7,7,7
3891,7,7,7,7,7,7,7,19,19,19,19,19,19,19,19,19,19,19,19,19,19,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,11,9,9,9,9,9
3892,9,9,9,9,19,19,19,19,19,19,19,19,19,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6
3893,6,6,6,6,6,6,6,6,6,3,3,20,20,20,20,20,20,20,20,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,16,16,16,16,16
3894,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,19,19,19,19,19,19,19,19
3895,19,19,19,19,19,19,19,19,19,19,19,19,19,19,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,18,18,18,18,18
3896,18,18,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
3897,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,17,17,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3898,3,3,3,3,3,7,7,7,6,6,6,6,6,6,6,6,6,7,7,7,7,19,19,19,19,19,19,19,19,19,19,19,19,19,3,3,3,3,3,3,3,3,3
3899,3,3,3,3,7,7,7,7,7,7,19,19,19,19,19,19,19,19,19,19,19,19,17,17,17,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
3900,16,8,10,16,16,3,3,15,15,9,13,13,20,13,20,20,20,20,13,15,15,15,13,20,17,17,17,17,17,17,17,17,17,2,17,17,16,16,20,20,20,6,8
3901,16,8,7,15,14,8,17,2,9,15,7,10,17,17,20,20,20,20,20,20,20,20,20,20,20,4,20,4,20,4,4,4,4,4,17,17,17,17,17,17,17,13,20
3902,16,7,5,3,4,17,10,14,14,7,7,14,14,2,2,2,2,4,4,20,20,20,20,8,8,8,8,13,12,5,17,2,2,2,20,20,20,20,4,5,1,10,1
3903,20,13,15,17,8,20,20,20,20,2,4,4,20,4,20,20,20,4,20,4,14,14,14,14,14,14,20,20,20,20,20,20,20,20,20,20,20,2,2,2,2,2,17
3904,10,14,5,15,4,19,17,8,16,8,4,13,4,4,4,4,4,4,4,10,20,20,20,20,20,20,20,20,20,20,4,20,20,2,2,2,17,17,17,17,17,17,17
3905,10,14,5,13,15,13,17,2,2,19,2,20,20,14,20,14,4,4,4,4,8,2,2,2,20,17,4,4,16,17,13,17,13,13,20,20,20,20,13,20,20,12,3
3906,10,14,5,19,4,14,14,20,20,20,4,20,20,4,4,20,4,20,20,4,20,14,20,4,14,14,20,4,20,4,4,4,4,13,13,17,17,17,17,17,20,17,4
3907,16,8,7,13,10,10,16,16,10,10,16,16,16,16,16,16,16,17,17,17,17,17,2,2,2,8,8,2,8,8,2,4,2,17,20,2,2,17,17,17,2,17,1
3908,10,14,8,16,13,20,20,20,20,4,4,20,4,20,14,14,14,20,4,20,4,4,20,20,20,14,14,20,14,14,14,20,20,20,20,20,20,20,20,20,20,2,2
3909,10,14,19,17,17,17,20,20,20,4,4,17,17,17,4,16,8,8,8,8,8,8,8,8,8,20,20,20,20,3,3,3,3,3,3,3,3,3,3,3,3,12,17
3910,16,8,7,15,14,8,17,2,2,10,2,2,3,3,3,12,3,12,12,15,12,3,3,3,3,3,3,3,3,15,15,13,13,13,13,20,20,1,5,1,1,2,2
3911,7,7,7,13,10,10,16,16,10,10,16,16,16,16,16,17,12,1,2,20,20,20,20,20,20,8,8,8,14,8,2,2,8,2,2,2,2,2,2,12,12,12,1
3912,7,7,7,13,16,16,10,16,16,16,14,16,16,16,15,1,1,1,1,1,13,13,13,13,13,13,13,13,13,20,20,20,2,2,2,4,2,17,20,17,20,8,8
3913,7,7,10,16,13,10,16,16,16,13,7,16,13,16,17,1,15,12,15,15,15,13,12,12,2,2,2,2,12,12,1,12,12,12,12,12,12,12,2,2,2,2,2
3914,7,7,7,10,10,10,10,16,16,16,12,16,12,12,15,15,15,15,8,8,8,2,20,2,8,2,17,2,2,16,8,8,2,8,2,8,8,16,20,20,20,20,20
3915,10,14,15,13,13,17,2,7,15,15,11,11,11,7,7,7,11,20,8,20,8,8,8,8,8,2,8,2,8,20,20,20,12,2,2,2,2,2,2,11,12,12,12
3916,10,14,15,13,19,17,13,20,11,20,2,8,8,8,8,8,20,8,8,8,16,16,16,2,8,16,2,20,11,11,11,11,11,11,17,17,17,11,20,20,2,1,1
3917,7,7,7,13,16,16,16,16,2,16,10,16,13,13,12,12,17,13,12,13,12,12,12,13,13,13,13,13,13,13,13,13,17,17,17,13,13,13,13,17,15,15,15
3918,7,7,7,13,16,10,16,16,16,5,16,5,5,15,17,1,1,1,13,16,16,16,1,16,16,8,17,12,17,17,16,16,11,16,8,16,12,16,12,11,12,12,11
3919,7,7,10,1,10,11,10,2,2,2,2,20,11,8,8,8,8,2,2,2,2,11,20,20,20,20,20,7,7,12,1,1,1,11,11,11,11,13,11,11,11,11,11
3920,7,7,10,10,16,13,10,10,10,16,2,12,12,11,8,8,8,2,8,11,11,11,11,7,8,20,12,8,14,14,12,12,12,1,1,12,1,1,1,12,2,2,2
3921,7,7,10,7,10,10,10,17,10,10,10,2,20,11,20,20,20,20,20,14,14,14,20,8,8,12,1,1,1,1,16,17,17,17,17,17,17,13,17,13,13,13,11
3922,16,14,7,17,17,10,17,17,14,4,17,13,19,7,13,12,12,12,12,12,12,13,12,12,12,12,13,13,17,13,13,13,13,13,7,12,7,12,12,12,12,17,17
3923,16,14,7,17,17,10,17,17,7,4,4,14,13,17,19,19,20,14,7,8,8,8,8,11,11,11,11,20,8,8,8,11,20,20,20,8,2,2,2,2,2,2,2
3924,16,14,7,8,14,17,10,10,2,14,14,14,20,20,14,20,14,20,14,4,14,14,14,20,20,20,20,20,14,14,14,20,14,8,8,8,8,8,8,8,8,20,20
3925,8,7,10,10,10,17,14,20,20,20,20,12,12,12,12,12,12,12,12,12,12,13,13,13,7,12,7,12,12,13,12,12,12,12,12,13,12,13,12,17,17,17,17
3926,16,14,7,17,2,10,17,4,14,2,7,10,2,12,12,2,12,20,20,20,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,1,12,1,12,12
3927,16,14,7,13,4,10,17,17,4,17,18,8,20,20,19,14,20,20,14,20,4,14,20,20,4,2,14,20,14,4,14,20,20,20,20,20,20,20,20,2,2,12,2
3928,16,8,7,15,14,8,17,6,4,7,13,1,7,15,15,15,15,15,11,13,20,20,20,20,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
3929,3,7,10,16,10,17,18,20,20,20,20,20,20,20,19,19,14,20,20,4,4,4,20,4,14,20,2,20,2,14,20,20,20,20,20,20,20,20,20,20,20,20,20
3930,3,7,10,16,10,2,2,20,20,20,8,8,1,12,12,20,11,11,11,11,11,11,11,11,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,12,1
3931,16,14,7,13,10,10,10,17,16,17,17,20,8,20,17,20,20,14,20,20,20,14,14,20,20,20,20,20,20,20,20,20,20,20,20,20,12,12,2,2,2,2,12
3932,3,7,10,10,10,12,12,12,15,20,20,20,17,17,11,10,11,8,8,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,11,12,12,12,12,12,12,12
3933,16,8,7,15,14,8,17,17,15,9,17,20,20,20,20,19,20,14,14,14,14,20,20,20,20,20,20,20,20,17,17,12,12,12,12,12,12,5,7,7,7,7,7
3934,16,8,7,15,14,8,17,17,15,4,7,10,10,10,17,17,2,20,12,20,13,12,12,15,15,15,15,1,20,20,20,12,12,12,12,12,12,12,12,1,1,2,2
3935,16,8,7,15,14,8,17,17,15,4,7,6,5,12,12,12,12,13,13,15,1,12,2,12,12,15,15,20,12,1,12,12,12,15,11,2,2,2,2,15,2,2,2
3936,16,8,7,8,4,4,19,14,14,14,20,14,20,14,20,20,20,4,20,4,20,4,20,4,14,20,14,17,20,4,17,11,8,8,8,20,17,20,20,20,20,20,20
